2.43, 6
2.49, 6
2.47, 6
2.39, 6
2.39, 6
2.42, 6
2.45, 6
2.51, 6
2.44, 6
2.44, 6
2.38, 6
2.32, 6
2.37, 6
2.33, 6
2.38, 6
2.38, 6
2.38, 6
2.37, 6
2.33, 6
2.16, 6
2.37, 6
2.35, 6
2.37, 6
2.27, 6
2.28, 6
2.26, 6
2.36, 6
2.33, 6
2.32, 6
2.11, 6
2.24, 6
2.23, 6
2.26, 6
2.23, 6
2.24, 6
2.23, 6
2.29, 6
2.34, 6
2.23, 6
2.13, 6
2.44, 6
2.43, 6
2.43, 6
2.32, 6
2.45, 6
2.45, 6
2.52, 6
2.35, 6
2.35, 6
2.31, 6
2.42, 6
2.48, 6
2.56, 6
2.36, 6
2.39, 6
2.35, 6
2.30, 6
2.36, 6
2.37, 6
2.22, 6
2.42, 6
2.28, 6
2.38, 6
2.29, 6
2.31, 6
2.40, 6
2.32, 6
2.45, 6
2.42, 6
2.35, 6
2.35, 6
2.42, 6
2.49, 6
2.58, 6
2.50, 6
2.49, 6
2.43, 6
2.54, 6
2.51, 6
2.53, 6
2.38, 6
2.30, 6
2.31, 6
2.33, 6
2.35, 6
2.29, 6
2.35, 6
2.40, 6
2.28, 6
2.46, 6
2.32, 6
2.31, 6
2.29, 6
2.28, 6
2.28, 6
2.35, 6
2.36, 6
2.23, 6
2.41, 6
2.47, 6
2.39, 6
2.44, 6
2.37, 6
2.32, 6
2.45, 6
2.38, 6
2.32, 6
2.34, 6
2.43, 6
2.44, 6
2.40, 6
2.39, 6
2.39, 6
2.38, 6
2.34, 6
2.40, 6
2.49, 6
2.45, 6
2.51, 6
2.37, 6
2.44, 6
2.47, 6
2.47, 6
2.37, 6
2.36, 6
2.38, 6
2.42, 6
2.40, 6
2.49, 6
2.34, 6
2.40, 6
2.47, 6
2.39, 6
2.39, 6
2.38, 6
2.49, 6
2.42, 6
2.44, 6
2.48, 6
2.44, 6
2.37, 6
2.39, 6
2.35, 6
2.39, 6
2.44, 6
2.50, 6
2.42, 6
2.51, 6
2.42, 6
2.36, 6
