38.8, 5
36.2, 5
39.3, 5
38.1, 5
36.6, 5
32.4, 5
32.5, 5
32.0, 5
33.0, 5
32.1, 5
38.7, 5
39.1, 5
38.8, 5
39.0, 5
38.0, 5
33.1, 5
33.6, 5
32.7, 5
34.5, 5
33.2, 5
39.4, 5
38.9, 5
38.6, 5
39.5, 5
39.0, 5
33.3, 5
34.1, 5
34.3, 5
34.0, 5
34.3, 5
39.3, 5
38.6, 5
39.4, 5
38.2, 5
37.9, 5
33.2, 5
33.5, 5
33.2, 5
34.3, 5
33.3, 5
39.4, 5
39.8, 5
39.7, 5
38.9, 5
36.1, 5
33.0, 5
33.8, 5
33.5, 5
33.8, 5
33.6, 5
36.4, 5
37.8, 5
39.1, 5
39.5, 5
37.8, 5
32.2, 5
33.9, 5
33.7, 5
33.8, 5
33.1, 5
38.4, 5
39.4, 5
39.2, 5
39.2, 5
37.8, 5
39.2, 5
38.3, 5
39.2, 5
39.8, 5
39.6, 5
39.2, 5
39.1, 5
37.6, 5
38.7, 5
38.0, 5
38.5, 5
39.4, 5
39.4, 5
38.2, 5
39.8, 5
38.9, 5
39.5, 5
38.2, 5
39.5, 5
38.7, 5
39.1, 5
39.3, 5
38.1, 5
39.4, 5
39.8, 5
39.0, 5
39.0, 5
39.0, 5
38.9, 5
38.7, 5
37.7, 5
38.5, 5
38.3, 5
38.2, 5
34.3, 5
39.1, 5
38.8, 5
35.5, 5
37.7, 5
37.2, 5
33.4, 5
33.8, 5
33.5, 5
33.6, 5
34.6, 5
37.4, 5
39.8, 5
39.6, 5
38.6, 5
39.3, 5
33.1, 5
33.6, 5
32.9, 5
34.6, 5
33.7, 5
37.3, 5
38.3, 5
37.8, 5
37.5, 5
38.2, 5
32.9, 5
34.0, 5
33.9, 5
33.9, 5
33.4, 5
38.5, 5
36.8, 5
38.1, 5
37.1, 5
37.4, 5
32.5, 5
32.6, 5
31.8, 5
33.1, 5
33.8, 5
39.4, 5
38.5, 5
39.2, 5
39.7, 5
36.9, 5
32.7, 5
33.4, 5
33.7, 5
33.5, 5
33.3, 5
